,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider,V4Glider:Marker 001,V4Glider:Marker 001,V4Glider:Marker 001,V4Glider:Marker 002,V4Glider:Marker 002,V4Glider:Marker 002,V4Glider:Marker 003,V4Glider:Marker 003,V4Glider:Marker 003,V4Glider:Marker 004,V4Glider:Marker 004,V4Glider:Marker 004,V4Glider:Marker 005,V4Glider:Marker 005,V4Glider:Marker 005
,ID,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,9373EBC6F84F11EEBD9122A53CA86A8A,"B5F4586A010711EFBD9122A53CA87A8A","B5F4586A010711EFBD9122A53CA87A8A","B5F4586A010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45868010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45869010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45866010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A","B5F45867010711EFBD9122A53CA87A8A"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
249,2.075000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
250,2.083333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
251,2.091667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
252,2.100000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
253,2.108333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
254,2.116667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
255,2.125000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
256,2.133333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
257,2.141667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
258,2.150000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
259,2.158333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
260,2.166667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
261,2.175000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
262,2.183333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
263,2.191667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
264,2.200000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
265,2.208333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
266,2.216667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
267,2.225000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
268,2.233333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
269,2.241667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
270,2.250000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
271,2.258333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
272,2.266667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
273,2.275000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
274,2.283333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
275,2.291667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
276,2.300000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
277,2.308333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
278,2.316667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
279,2.325000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
280,2.333333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
281,2.341667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
282,2.350000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
283,2.358333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
284,2.366667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
285,2.375000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
286,2.383333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
287,2.391667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
288,2.400000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
289,2.408333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
290,2.416667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
291,2.425000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
292,2.433333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
293,2.441667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
294,2.450000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
295,2.458333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
296,2.466667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
297,2.475000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
298,2.483333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
299,2.491667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
300,2.500000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
301,2.508333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
302,2.516667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
303,2.525000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
304,2.533333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
305,2.541667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
306,2.550000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
307,2.558333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
308,2.566667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
309,2.575000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
310,2.583333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
311,2.591667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
312,2.600000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
313,2.608333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
314,2.616667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
315,2.625000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
316,2.633333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
317,2.641667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
318,2.650000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
319,2.658333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
320,2.666667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
321,2.675000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
322,2.683333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
323,2.691667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
324,2.700000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
325,2.708333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
326,2.716667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
327,2.725000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
328,2.733333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
329,2.741667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
330,2.750000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
331,2.758333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
332,2.766667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
333,2.775000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
334,2.783333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
335,2.791667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
336,2.800000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
337,2.808333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
338,2.816667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
339,2.825000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
340,2.833333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
341,2.841667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
342,2.850000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
343,2.858333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
344,2.866667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
345,2.875000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
346,2.883333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
347,2.891667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
348,2.900000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
349,2.908333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
350,2.916667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
351,2.925000,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
352,2.933333,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
353,2.941667,0.607112,-0.129714,-0.226543,0.750511,3415.186279,1046.964844,671.628784,,,,,,,,,,,,,,,
